title,company,country,description,url,skills
"Senior Data Scientist, Gemini App, Google DeepMind",DeepMind,Switzerland,"Snapshot Our team, GeminiApp, is on a mission to build a universal AI assistant that will empower billions of people. We are creating a personal, proactive, and powerful life assistant that will be used multiple times a day to increase productivity and creativity by 10 to 100-fold. Our work is shaping how humanity interacts with AI at scale. About Us Artificial Intelligence could be one of humanity’s most useful inventions. At DeepMind, we’re a team of scientists, engineers, machine learning ex…",https://www.adzuna.ch/details/5603987606?utm_medium=api&utm_source=fec1d0ee,
Junior Data Scientist 100% (f/m/d),Julius Baer,Switzerland,"At Julius Baer, we celebrate and value the individual qualities you bring, enabling you to be impactful, to be entrepreneurial, to be empowered, and to create value beyond wealth. Let’s shape the future of wealth management together. Do you aspire to be part of a high performing Analytics and Transformation team within a global Compliance organisation at the forefront of the wealth management industry? In this diverse role you will implement new technologies, manage change initiatives, develop …",https://www.adzuna.ch/details/5739221262?utm_medium=api&utm_source=fec1d0ee,gan
Internship Data Scientist in Zurich (f/m/x),ZEISS,Switzerland,"Enabler for smaller, more powerful, and more energy-efficient microchips Working for tomorrow today. Around 80 percent of all microchips worldwide are produced using ZEISS technologies. As the centerpiece of every electronically controlled system, they have become an integral part of our everyday lives – whether in smartphones, smart homes or smart factories. ZEISS is a technology leader in the field of semiconductor manufacturing equipment. With high-precision lithography optics, photomask sys…",https://www.adzuna.ch/details/5738126011?utm_medium=api&utm_source=fec1d0ee,ner
Data Scientist/Analyst 80-100% (w/m/d),Well Gesundheit AG,Switzerland,"Deine Aufgaben Journey-Analysen & Insights : Du entwickelst das Reporting weiter von KPI-Dashboards hin zu Journey-/Funnel-basierten Analysen (Cohorts, Retention, Conversion, Drop-offs) und leitest daraus konkrete Optimierungs-Insights und Handlungsempfehlungen ab. Insight-Generierung & Stakeholder-Kommunikation : Du bist die erste Ansprechsperson zur Beantwortung von Business- und Produktfragen mit passenden Methoden (deskriptive Analysen, Segmentierung, Hypothesen/Experimente, ggf. Kausal-Ans…",https://www.adzuna.ch/details/5727381772?utm_medium=api&utm_source=fec1d0ee,"rag, ner"
UNPAID VOLUNTEER - Technology Officers (Data Scientists/DevOps/Full Stack),Blockchain & Climate Institute/ BCI America Inc.,Switzerland,"THIS IS AN UNPAID VOLUNTEERING ROLE. Role Title: Technology Officers (Data Scientists/DevOps/Full Stack) Role Nature: Volunteer Location: Home-based The Blockchain & Climate Institute (BCI) is an international volunteers-led think tank supporting and advocating the application of blockchain and other data technologies in the global fight against climate change. What will you be doing? We are looking for passionate VOLUNTEERS who take a methodological approach to their work, conducts independent…",https://www.adzuna.ch/details/5490344037?utm_medium=api&utm_source=fec1d0ee,
Data Scientist AI & Communications 80-100% (f/m/x),comparis Gruppe,Switzerland,"Über uns comparis.ch ist die führende Vergleichsplattform der Schweiz. Seit 30 Jahren vergleichen wir Tarife und Leistungen unter anderem von Krankenkassen, Versicherungen, Banken und Telekom-Anbietern und bieten die grössten Schweizer Online-Marktplätze für Immobilien und Autos. Mit umfassenden Vergleichen erzeugen wir Transparenz und helfen unseren Usern, die für sie richtigen Entscheidungen zu treffen. Mit über 80 Millionen Besuchern pro Jahr sind wir eine der meistgenutzten Websites der Sch…",https://www.adzuna.ch/details/5733474462?utm_medium=api&utm_source=fec1d0ee,
Data Scientist AI & Communications 80-100% (m/f/d),comparis.ch,Switzerland,"Salary: CHF 90'000 - 120'000 per year Requirements: Qualifications: A completed Master’s degree or PhD in data science, statistics, computer science or a comparable quantitative field. Tech stack: Strong knowledge of Python and experience working with NLP frameworks and integrating LLM interfaces. Knowledge of and experience with Tableau is an advantage. Methodology: Expertise in statistical data analysis, prompt engineering and the automation of content workflows. Mindset: A strong awareness o…",https://www.adzuna.ch/details/5752989790?utm_medium=api&utm_source=fec1d0ee,"python, nlp, llm, tableau"
"Data Scientist Internship In Revenue Management (limited To 6 Months, 80-100%, All Genders)",Lufthansa Cargo AG,Switzerland,"Über den Job Haben Sie Freude daran, Data Science, KI und Automatisierung einzusetzen, um Entscheidungen in der realen Welt zu optimieren? Möchten Sie bei der Entwicklung von Lösungen mitwirken und relevante Erkenntnisse aufzeigen? Wenn Sie sich für die Preisgestaltung von Flugtickets interessieren und eine kreative sowie anpackende Einstellung mitbringen, ist diese Rolle genau das Richtige für Sie! Sie können sich auf Englisch oder Deutsch bewerben. Aufgaben Den richtigen Preis für den richtig…",https://www.adzuna.ch/details/5752245907?utm_medium=api&utm_source=fec1d0ee,
Senior AI Software Developer,DV Bern AG,Switzerland,"Senior AI Software Developer (80 – 100%) WIR SUCHEN per sofort oder nach Vereinbarung eine:n Senior AI Software Developer (80 – 100%) In unserem neu aufgebauten Daten‑ & KI‑Team entwickelst Du Java‑basierte Softwarekomponenten und Services für KI‑gestützte Funktionen. In enger Zusammenarbeit mit unseren Data Scientists und mit anderen Entwicklungsteams der DV Bern trägst du dazu bei, robuste und produktionsreife Lösungen in unsere Produkte zu integrieren. Du bringst Erfahrung in Data- und KI-Th…",https://www.adzuna.ch/land/ad/5713690386?se=VGqaTWNi8RGI27gKLue9KA&utm_medium=api&utm_source=fec1d0ee&v=F84A7E28D3EC0698F4B564B4AECDCAD259880802,java
AI Engineer – GenAI & RAG,PROSTAFF Schweiz GmbH,Switzerland,"Für ein spannendes Projekt im Bereich GenAI-Plattform und Retrieval-Augmented Generation (RAG) suchen wir zwei Senior Data Scientists / AI Engineers zur Unterstützung eines DevOps-Teams. Der Fokus liegt auf der Beratung und Umsetzung produktionsreifer GenAI-Lösungen sowie der Integration moderner AI-Technologien in bestehende Unternehmenssysteme. In dieser Rolle entwickelst und implementierst du robuste, produktionsreife GenAI-Lösungen, insbesondere im Bereich Retrieval-Augmented Generation. Da…",https://www.adzuna.ch/details/5723543190?utm_medium=api&utm_source=fec1d0ee,"rag, ner"
Senior Applikationsentwicklerin/Applikationsentwickler / Data Engineer,Schweizerische Nationalbank,Switzerland,"Senior Applikationsentwicklerin/Applikationsentwickler / Data Engineer (befristet) Gemeinsam setzen wir uns für die Erfüllung unseres einzigartigen Mandats ein. Ein sinnvoller Job in einem vielfältigen Umfeld. Senior Applikationsentwicklerin/Applikationsentwickler / Data Engineer (befristet) Die Führungseinheit Applikationen Statistik entwickelt und betreibt Plattformen, Werkzeuge und Dienstleistungen zur Erhebung, Verarbeitung und Analyse umfangreicher Daten von in der Schweiz tätigen Banken u…",https://www.adzuna.ch/land/ad/5747464548?se=VGqaTWNi8RGI27gKLue9KA&utm_medium=api&utm_source=fec1d0ee&v=D2AD3EC61B04521486D48F599D7F7497FB53BCEC,
Software Architect / Engineer,RobitiFAI,Switzerland,"Salary: CHF 80'000 - 100'000 per year Requirements: 8 years of experience in software engineering, with at least 3 years in a lead or architectural role. Proven experience designing and building distributed systems, scalable component libraries, or event-driven architectures. Familiarity with AI/ML pipelines, model deployment, and working alongside data scientists is a plus. Strong programming skills in Python, TypeScript, React, Next.js, or similar languages. Experience with cloud platforms, d…",https://www.adzuna.ch/details/5752989684?utm_medium=api&utm_source=fec1d0ee,"python, scala"
Senior Projektmanager:in Data & AI 80-100%,Eraneos,Switzerland,"Eraneos ist eine internationale Beratungsgruppe für Strategie, Transformation und Technologie, die Unternehmen dabei unterstützt, in einer dynamischen digitalen Welt erfolgreich zu sein. Mit erstklassigen Expertinnen und Experten aus Business und Technologie befähigen wir unsere Kunden, neue Massstäbe für nachhaltige Transformationen zu setzen – von der Strategie bis zur Umsetzung. Ob bei der Gestaltung zukunftsfähiger Organisationen, der Erschliessung neuer Potenziale durch Daten und KI oder d…",https://www.adzuna.ch/details/5424769321?utm_medium=api&utm_source=fec1d0ee,"ner, gan, git"
IoT Data Engineer - 80-100%,Job-Room,Switzerland,"What you move * As an IoT Data Engineer, you build and own the data pipelines behind our IoT solution * Your work is critical for enabling our data science team to develop next-generation algorithms * You develop software that delivers high-quality data in a robust, economic, and scalable way * Your work enables our customers to reduce their greenhouse gas emissions: https://sensirion-connected.com What awaits you * Work with a motivated team of data scientists, software developers, engineers a…",https://www.adzuna.ch/details/5754273471?utm_medium=api&utm_source=fec1d0ee,"scala, ner"
Senior Data & AI Consultant/Consulting Lead (Switzerland),Unit8 SA,Switzerland,"Who We Are Founded in 2017, Unit8 is a fast-growing European AI and data analytics consulting and services company dedicated to solving complex problems of traditional industries like automotive, chemical, financial services, manufacturing and pharma. We work with some of the biggest organisations in Europe to solve the challenges that directly affect their business - be it operations, finance, manufacturing or R&D. Since our foundation, we have successfully delivered more than 350 projects and…",https://www.adzuna.ch/details/5712669043?utm_medium=api&utm_source=fec1d0ee,gan
Data Engineer,Transports Publics de la Région Lausannoise,Switzerland,"Jeden Tag befördern die tl mehr als 326'000 Fahrgäste – auf 40 Bus- und U-Bahnlinien und setzen dabei nachhaltige Mobilitätslösungen um. 2'000 Mitarbeitende betreiben eine Flotte von Straßen- und Schienenfahrzeugen, die auf einem 260 km langen Netz unterwegs sind. Die öffentlichen Verkehrslinien von morgen werden die am dichtesten besiedelten Bereiche der Agglomeration erschließen und den einfachen Zugang zu Wohngebieten, Arbeitsplätzen, Geschäften und Freizeitmöglichkeiten ermöglichen. Wenn Si…",https://www.adzuna.ch/land/ad/5750751145?se=VGqaTWNi8RGI27gKLue9KA&utm_medium=api&utm_source=fec1d0ee&v=B43D4ADED4A2B92CD2E9E0036A01DB8E41F7CFD5,gan
Software Engineer – User Generated Content (all genders),HolidayCheck,Switzerland,"Salary: CHF 75'000 - 85'000 per year Requirements: Bachelors degree in Computer Science or a related technical field, or equivalent practical experience 2–3 years of professional experience in software engineering Familiarity with JavaScript, TypeScript, and Node.js for both frontend and backend development Experience or exposure to writing automated tests for frontend and backend applications Understanding of CI/CD tools and workflows Basic knowledge of databases (SQL, NoSQL, or key-value stor…",https://www.adzuna.ch/details/5752989891?utm_medium=api&utm_source=fec1d0ee,"sql, java"
